,,,,,,,,,,,,,,
70,75,92,76,1,1,0,0,1,1,1,0,0,1,2
70,43,95,78,0,0,1,1,1,0,0,1,1,1,1
79,73,90,72,1,1,0,0,1,1,0,1,1,0,2
93,71,74,72,0,0,1,1,1,1,0,0,1,1,2
73,97,74,77,0,0,0,1,1,1,1,0,0,1,2
70,90,77,79,1,1,0,0,0,0,0,1,1,1,2
74,73,77,93,0,1,1,0,0,1,1,0,0,1,2
75,98,78,77,0,1,0,0,1,0,0,1,1,1,2
78,76,90,79,1,1,0,0,0,1,0,0,0,1,1
97,72,73,71,0,0,0,0,1,1,0,1,1,0,2
70,72,92,71,0,0,0,0,0,1,0,0,1,1,2
71,74,76,99,0,1,1,0,0,0,1,0,1,0,1
96,71,77,72,0,1,0,0,1,0,1,1,1,0,2
77,74,77,94,1,1,0,0,0,1,0,0,1,1,2
71,70,97,77,1,0,0,1,1,1,1,1,1,1,2
98,78,70,74,1,1,1,0,0,1,0,1,1,1,1
73,72,90,75,1,1,0,0,1,1,1,0,1,1,2
72,77,72,97,0,0,1,1,1,1,1,1,0,1,2
78,98,77,72,1,1,1,1,1,1,1,1,1,1,1
92,71,73,76,1,0,1,1,1,1,0,1,1,1,2
71,73,93,77,1,1,0,1,1,1,1,0,1,1,2
72,79,99,73,0,1,1,0,0,0,1,0,1,0,2
77,79,81,97,0,1,0,0,1,0,1,1,1,0,2
72,79,75,95,1,1,0,0,0,1,0,0,1,1,1
77,74,99,72,0,0,0,0,1,1,0,1,1,1,2
75,94,79,72,0,0,0,0,0,1,0,0,1,0,2
77,73,93,71,0,1,1,0,0,0,1,0,1,1,1
79,73,99,77,0,1,0,0,1,0,1,1,1,0,2
72,93,79,77,1,1,0,0,0,1,0,0,1,0,2
79,91,75,75,1,1,1,0,1,1,1,1,0,1,2
30,32,36,38,0,0,0,0,1,0,0,1,1,0,0
31,39,38,33,0,0,0,0,1,0,1,1,0,0,0
32,33,37,38,1,0,0,0,0,0,0,0,1,1,0
33,31,37,39,1,1,0,0,0,0,1,0,0,0,0
32,33,32,31,0,0,1,1,0,0,0,1,1,0,0
27,28,29,21,0,0,0,0,1,1,0,0,1,0,0
19,17,19,16,1,0,0,0,0,0,0,0,1,0,0
28,21,20,21,0,1,1,0,0,0,1,0,0,0,0
18,23,28,29,0,0,1,1,0,1,1,0,0,0,0
17,19,28,31,0,1,1,0,0,1,0,0,0,1,0
19,28,37,30,0,0,0,1,1,0,1,0,0,1,0
10,7,27,38,0,1,0,0,0,0,0,0,0,1,0
19,28,23,32,0,0,1,1,0,0,0,0,0,0,0
13,21,41,11,1,0,0,1,0,0,1,1,0,0,0
42,32,22,12,0,0,0,1,0,0,0,0,1,1,0
43,40,41,40,0,1,0,0,0,0,1,0,0,0,0
41,42,43,44,1,1,0,0,0,0,0,1,1,0,0
10,22,26,23,1,0,0,0,1,1,0,0,1,0,0
32,34,36,38,0,1,0,0,1,0,0,0,1,0,0
33,38,32,33,0,0,0,0,1,0,1,0,0,0,0
35,36,36,32,0,0,0,0,0,1,1,0,0,0,0
39,32,29,29,0,0,0,1,0,1,0,0,0,1,0
18,20,23,25,0,0,1,0,0,0,1,0,0,1,0
26,27,28,12,0,0,0,1,0,0,0,0,0,1,0
22,12,17,20,1,0,0,0,0,0,0,0,0,0,0
29,23,27,21,0,0,1,1,0,0,0,0,0,0,0
22,27,29,21,1,0,0,1,0,0,1,1,0,0,0
30,21,27,29,0,0,0,1,0,0,0,0,1,1,0
30,34,32,19,0,1,0,0,0,0,1,0,0,0,0
17,15,18,19,1,1,0,0,0,0,0,1,1,0,0
42,45,43,44,0,0,0,0,0,1,0,0,0,0,0
42,50,44,42,0,1,0,1,1,0,1,0,1,1,2
45,42,49,41,1,1,1,0,1,1,1,1,0,1,1
41,44,41,48,1,1,0,0,1,0,1,1,0,0,2
40,47,42,45,1,0,1,0,1,1,1,0,1,1,2
44,51,48,50,1,0,0,0,1,1,0,0,0,1,2
50,43,44,45,0,0,1,0,0,1,0,1,0,0,0
42,47,47,45,1,1,0,0,1,0,1,0,1,1,2
42,48,49,50,0,1,0,0,1,1,0,0,0,1,2
40,43,48,41,1,1,0,1,1,1,1,0,0,0,2
40,43,48,43,0,0,0,0,1,1,0,0,1,1,2
44,41,50,43,1,1,1,0,0,0,1,1,1,0,2
42,40,40,42,1,1,1,0,0,1,0,0,1,0,2
41,44,43,48,1,1,0,0,0,1,0,1,0,1,2
40,43,49,48,0,0,1,0,0,0,0,1,0,0,0
46,41,42,47,0,0,1,1,1,0,0,1,1,0,2
49,46,44,49,1,1,0,0,1,1,0,0,1,0,2
46,42,40,50,1,0,1,0,0,0,1,0,0,1,2
46,47,49,44,0,0,0,1,1,0,0,1,0,1,2
47,49,44,41,0,0,0,0,1,0,0,0,1,1,2
43,50,42,46,0,1,0,0,0,0,0,0,1,0,2
45,45,46,46,0,0,0,0,1,0,0,0,0,0,0
41,45,43,50,0,0,1,1,1,0,0,1,0,1,2
41,44,48,48,0,0,0,1,0,0,0,1,1,0,2
50,46,41,43,1,1,1,0,1,1,0,1,0,0,2
50,43,42,44,0,1,0,1,1,1,1,0,0,1,2
46,48,46,46,0,1,0,0,1,0,1,0,0,1,2
47,49,45,42,1,0,0,1,1,0,0,1,0,1,2
40,50,45,42,0,0,0,0,0,1,0,0,0,1,0
48,50,49,45,0,1,0,0,1,1,1,0,1,1,2
43,43,49,42,0,1,0,1,1,1,1,0,1,1,2
90,92,95,96,0,0,1,0,0,0,0,0,0,0,0
99,90,92,93,1,0,0,0,0,1,0,1,1,1,0
72,74,75,77,0,0,0,0,0,1,0,0,0,1,0
75,78,78,79,1,0,0,1,0,0,1,0,0,0,0
13,71,74,72,0,1,1,0,0,1,1,0,0,1,0
73,73,14,77,0,1,0,0,1,0,0,1,1,1,0
93,71,74,72,0,0,1,1,1,1,0,0,1,1,0
73,97,74,77,0,0,0,1,1,1,1,0,0,1,1
91,72,75,78,0,0,0,1,0,0,0,1,1,1,0
79,73,91,72,1,0,1,1,0,1,1,0,0,1,1
